tweet,label
ugly white bitch,profane
"I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",not profane
gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle,profane
"May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F.",profane
it's okay I'll get bitches on this dick anyway but thanks for the tip,profane
"I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",profane
its mutual my lil yellow bone&#127827;,not profane
thats why youz a yellow bone &#128155;&#128155;,not profane
cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,profane
smh iont understand it but fuck it more hoes for me &#128527;&#128514;,profane
fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,profane
absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.,profane
no not tonight you're gonna hoe tomorrow,profane
bitches &#128530;,profane
happy birthday queer,profane
colored contacts,not profane
lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up,profane
sick bitch!!,profane
if im trash ur trash since we baes now,not profane
alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses,profane
nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,not profane
oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,profane
pats owner is a kike.,profane
with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,profane
such a hoe,profane
yea spell check is a bitch... lets stay on topic,profane
LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.,profane
your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,profane
el negro?,not profane
yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,profane
your a fucking queer faggot bitch,profane
bitch that's wtf I just said and its not Christopher it's Chris mf,profane
are you a pig or are you a bird,not profane
just beat the pussy up,profane
go to sleep bitch,profane
lmao you wish bitch,profane
just ate a wees brownie and is seeing random cats,not profane
lmao they know who the kitty master is !!!! Don't hate bitch,profane
lets just say hellen keller makes better brownies,not profane
&#128072;&#128166; salute a bad bitch,profane
wtf you bitches seen this without me,profane
cum thru bitch,profane
fuck off bitch,profane
fuck you bitch,profane
wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag,profane
what's good pussy,profane
you lying bitch,profane
My niggah!!,profane
Ununnnn what plans? Text me niggah!!,profane
Yassss bitch!!,profane
spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol,profane
"both you boys need some pussy, damn.&#128521;",profane
Still blaming Bush? Fucking retard,profane
"Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",profane
that's lil nig &#128526;,profane
you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag,profane
lol fag,profane
"Ur pal threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",profane
you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe,not profane
cowboy killers.&#128525;,not profane
trash,not profane
nah it's just Clowney being a bitch nigga,profane
"lol it's a crew, not actual hoes",profane
when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib,profane
Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.,profane
don't be a bitch then?,profane
how original you faggots&#128530;&#128557;,profane
bitch don't reply&#128524;,profane
yes!!! Every guy is a bitch today...lol...smh,profane
is gonna find himself a redneck girl one of these days &#128143;&#128514;,profane
faggot,profane
"Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",not profane
But that's what you call white trash with money!!!!!,profane
no ud still be a fag if I was lolz,profane
ur a fag,profane
just more #teabagger babel. these are the same fucks that masturbated to - they just HATE it when gays r successful.,profane
"they always put gingers in red, yellow, or leopard print.",profane
"omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing.",profane
no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),not profane
that's white woman pussy,profane
positive thoughts nig nog &#128522;,profane
lmao dog just type them out and let them faggots try to decipher it.,profane
"oh state, just enjoy your trailer trash and your sub par sports.",not profane
please be a little depressed bitch the entire time,profane
them hoes look good,profane
I haven't seen that hoe,profane
yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,profane
geminis rule hoe. &#128524;,profane
ATF is in charge of prosecuting cases and the #teabagger Republicans won't confirm a director to lead the agency.,profane
Since will be a hoser... hi.,not profane
Hope she's larger than a bird.,not profane
bitch don't kill my vibe,profane
yeah cum itch my slit baby cakes,profane
you're a fucking nigger,profane
HBIC....... Head bitch in charge. Lol,profane
like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,profane
you're a bitch Ihy,profane
cookies sound wonderful.,not profane
"This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.",profane
how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,not profane
lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,not profane
I'm coming for you bitch boy!!! http://t.co/yASXoqnLEA,profane
in your dreams little leprechaun hemroid,profane
you mean trash.,not profane
bitches naked**,profane
We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,profane
lmaooooo epic bird wins.,not profane
"Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch""",profane
wow what a faggot,profane
&#128514; nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot,profane
&#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,profane
&#128557;&#128557;&#128557;&#128557;&#128557; how u kno im talkin bout you bitch lmfao,profane
haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,profane
nah she said you a fag,profane
u smokin that 87 bitch,profane
yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,profane
DM me your number hoe,profane
"it worked, bitch!!!",profane
this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,not profane
Danny will be in deep deep water at 147 too many badass sons of bitches up there,profane
nobody is ever gonna take this ass clown serious again what a lil bitch,profane
don't say shit like that lil nig .. Or I'll give you a &#127812; stamp,profane
"the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",not profane
Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL,profane
bitch nigga dont get all but hurt,profane
: Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,profane
: I got them bitches snowboarding to me &#127938;&#127935;&#10052;&#65039;&#9924;&#65039;,profane
: ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;,profane
sorry dyslexia is a bitch,profane
oh... my phone is some trash! but you knew that!,not profane
I &#128154; you bitch,profane
god doesn't send retards to hell,profane
pussy,profane
you a drunk bitch,profane
took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber,not profane
bout time bitch,profane
not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,profane
&#128514; I'm a wexican,not profane
don't blame me hoe.... I'm innocent &#128520;,profane
"a music suggestion is ""lil spook""",not profane
yo bitch stay lookin like a clown,profane
people gotta bitch about something.,profane
"all of yall stfu, your all pussies and won't do shit",profane
thirsty hoes &#128129;,profane
this nigga &#128529;&#128529;.. know damn well you a coon,profane
dyke ron&#127752;&#127917;&#128514;,profane
the dude took off running like a bitch!,profane
"""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info",profane
I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,not profane
just FaceTime Doms bitch ass,profane
bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,not profane
I'm guessing so. The players are talking trash.,not profane
fuck yes we are &#128540; triple xp nigguh,profane
"I'm not sure, I'm a broke nig &#128542;",profane
We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,not profane
"cause you're a damn border bunny, you forget already?",profane
might havti give you a visit. This cunt isn't going to have a family when im done.,profane
it ain't retarded. He's my cousin. Lmao.,profane
she spelled faggots with an e you're so cool lol,profane
bitch shut the fuck and follow what u say nigga,profane
are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,profane
bitch and the fuck u wanna do about then nigga stfu talking and do something,profane
That's a cute and fuzzy one...hehehe ;),not profane
"02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",not profane
trash,not profane
just texted yea queer bait &#128536;,profane
those were bumblebees....,not profane
not if you're standing in btw the yellow lines,not profane
chill your dad gets more bitches at school than you do griff,profane
do it pussy,profane
I have small pussy size plugs,profane
What is that monkey doing to those poor bottles?,not profane
u guys are fags.,profane
cause everyone just loves yo bitch ass rite? Yea sure...,profane
Fuck the Yankees,profane
as u should that's jus a clutch ass spot bitch we in there for the turn up &#128553;&#128553;&#128553;,profane
bitch yessssssss&#128586;&#128551; omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost,profane
"black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",profane
bye ugly hoe please do something about that nasty horse hair weave.,profane
real Serious in CT! Bunch of whiney cunts!,profane
And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill #I70Shutdown,profane
Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,not profane
sounds like you bout to smack a hoe,profane
nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car,profane
#icanhashtaghoweveriwant #bitch,profane
I drive illegally retard,profane
"I'm subtweeting my sister, hoe",profane
cuz ur a bird bitch,profane
fuck yo bitch ass then,profane
that nigger music,profane
"well you're a first class bitch. So go on with your bitch life, bitch",profane
ok!!!!! Stupid bitch,profane
racist Texas trash GWBush came to WH numb remember he and Republicans stole the election,not profane
racist Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,not profane
Charlie PLEASE STOP. from 1 ole fart 2 another...,not profane
"Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",not profane
I'll chug my tall can . but homegirl won't approve lol,not profane
hoe you are doing good too!,profane
bitch im waitin on my chicken nuggets,profane
lol trash I would of kept it if she was cute,not profane
&#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,profane
this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,profane
not as bad as a former PsyQo nigger THAT LIKES ANIME,profane
wigg I love you bitch &#128536;,profane
"Camels, ostriches and zebras! See you at the races! #VCCamelRaces",not profane
pussy?,profane
i want it! I love her gooks! she is awesome where did you get it?,not profane
"If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.",profane
I agree the fat bitches the only girls left not gettin passed around,profane
they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;,profane
dude was a bitch nigga and took off running,profane
haha I'm shocked barca got more yellow cards this time,not profane
he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,not profane
"like Hov said ""we all ghetto b"" lol",profane
&#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol,profane
get some orange hoe,profane
hmu negro,not profane
"cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!",not profane
bruh u such a pussy just talk,profane
Ho ho ho.,not profane
bitch,profane
ill slap a hoe,profane
"AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",profane
them peeps who bitches,profane
let me guess they have yellow cake too? Same crap different president,not profane
Why do you bitch about everything?,profane
@ me bitch. When and where?,profane
you had to throw in the faggot word smh smh smh,profane
ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!,profane
you are a bitch!!!!,profane
"- see, that's why ya ass never need to go out. tryna go ape shit.&#128514;",profane
yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,not profane
"why wld u wanna be a faggot, dude? That's faggot like",profane
i thought you had some fucked up birth defect that made your nips heart shaped lmao.,profane
it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded,profane
bet... My trash ass self is just that petty,profane
bet.... Pay back is a bitch,profane
YASSS bitch YASSS! I wonder if penny passed &#128514;,profane
I'm tired bitch &#128532;,profane
Youre racist against white people whigger. Anti-Racist is a codeword for anti-white. Anti-zionist is a codeword for antisemite.,profane
that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,profane
Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,not profane
Hold it you fucking bitch,profane
hell no! Where is the pussy print page?,profane
oh? He still talking to other bitches I bet. NONE of my biz tho,profane
like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,profane
bitch I back shit up fuck nigga,profane
bitch am not gonna shut shit up feel free to join them,profane
nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,profane
"wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga",profane
bitch y u ain't come to school,profane
sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,profane
haven't you ever heard the story of the birds and the bees,not profane
&#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,profane
be sure to follow it up with a fabulous bitch face,profane
girls that want to hold on to they hoes and act like they can't show off they boyfriends,profane
"Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D",not profane
thank you based pee slit,not profane
ya pussy let's go wheelin,profane
niggah this shit serious aint no one laughing,profane
"he's the ""fuck her right in the pussy"" guy",profane
"I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol",not profane
idk... It's trash though!,not profane
Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,not profane
fuck no she dont let nobody hit that pussy either I know it's firm,profane
Given the rickety slant of that roof I'd say more like Pizza Shanty,not profane
"yess bitch cuts, colors, and curls ha self.",profane
how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!,not profane
My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart,profane
you to bitch!,profane
not over no twitter shit. Plus youre a female. You letting a dumb sloppy body ignorant bitch speak for 13k people,profane
"And they&#8217;re retarded as fuck in general with their &#8220;insults&#8221;. Hope they fall off with AW, but the CSGO scene is growing so IDK.",profane
she going full retard right now smh,profane
There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.,profane
hoe,profane
some weird local ghetto school haha,not profane
don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR,profane
because it's fucking retarded?,profane
....so ur a fag?,profane
pussy. It's science. Donaire via Rachel spelling error,not profane
forgot someone niglet,profane
fuck you faggot,profane
"you fat Irish fucking cunt, I honestly hope you choke to death in a pool of your own Jameson induced vomit",profane
we don't love these hoes,profane
I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK,profane
he see the jig,not profane
and take the trash out and separate the recyclables,not profane
Yes you do retard.,profane
"Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",not profane
"So bad bitches intimidate you, in other words?",profane
my phone's doin da pussy right now lol,profane
lmao mark is the only guy left there he's about to get some pussy,profane
yes so you could leave fag,profane
"hahahaha, aw nut... We should try and capture that cunt",profane
how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,profane
"he wants pussy, nd a dini mean a cat",profane
hay pussy cat &#128539;&#128541;&#128075;&#128075;,profane
pussy you can't fight &#128564;,profane
don't shake your head at me. I just love to trash talk.,not profane
more like emily is a little twat,profane
she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,profane
drug buddy pussy money bitches weed,profane
a faggot that needs to grow up,profane
grow a pair pussy,profane
ol rachet ass bitch,profane
you did a good job doing that to me and not texting back faggot,profane
i rap that and her part of Problem 24/7 cause I'm a bad bitch,profane
well im sure im not fully retarded #imustbestupid:(,profane
true dat nig,profane
you're reading you coon,profane
"most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",profane
because you're a weak bitch. Listen to Cruel Hand because the singer fell on face last night.,profane
shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -,profane
thanks for ignoring my texts fag,profane
that's a dragon you retard,profane
when you realize you're trash,profane
&#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND,profane
"I got a kenwood amp to but it's probably ghetto, right?",profane
it's not ghetto you fool.,not profane
you got a toolbox you hoe,profane
"you gotta be like me n the twins, just chug it all before everyone",not profane
you can be a bad bitch too dex its okay,profane
David block that bitch,profane
Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,not profane
every bitches claim,profane
bitch what? I don't give a fuck what you say but don't fuckin lie on me you hairy bitch,profane
is out of his goddamn bird trying to say YoBurger is better than 5 guys,profane
"Alright, amateur grease monkey, show me how its done. Wait, that sounds racist...",profane
I hope my fuzzy head doesnt tickle too much.,not profane
If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.,profane
Was just wondering if yo espect to add mo colored tv stations befo I renew dis,not profane
Ok. I guess you ain't colored so so don't know da channels?,profane
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?,profane
awwww don't be a pussy ill show u was good with that turbo lol,profane
handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,profane
bitch just meet me up here lol,profane
"couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",profane
lmao yeah bitch that lil shit ripped .!,profane
suck my dick tacos el negro better,profane
yeah bitch did it taste good fucker -.-t,profane
fuck you bitch,profane
snag that ho!!!,profane
it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,not profane
SLUT BUCKETS. especially Dan. He a hoe.,profane
"Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",not profane
"Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",not profane
"You don't have any kids?! What are you, one of them queers!?",profane
what I thought bitch,profane
bitch ain't fall down or nothing. bet she can take more licks than you. No?,profane
that hoe show up uninvited one day your ass won't come outside tho,profane
"almost mad a nigguh catch some stacks at lunch, close one",profane
had da bitches rockin in da club wit my boy Connor,profane
that nigguh sucks,profane
pussy,profane
stop retweeting heather im tired of seeing that bitch on my tl,profane
both you bitches go to sleep,profane
"Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",profane
"lmao, them bitches was the truth",profane
then the kid he sold it to brought it back to him cooked in a brownie,not profane
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done,profane
"money can get you good weed, but not always the best of pussy. Sorry my friend (: guess",profane
pussy,profane
you are a bitch.,profane
they hv loads of cushion on the soles of them. They would feel good on ur dick.,profane
love you too bitch&#128129;&#128536;,profane
bitch I was out dea and your ass was sleep,profane
ghetto=black,not profane
Jordan's are trash,not profane
everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.,not profane
"those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",not profane
"first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",not profane
girl I been wanting them shit I been growing them hoes for bout 6months,profane
nips,not profane
This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths),profane
cool beaners.,not profane
cool beaners. i just got home. ready to keep my couch from floating away. lol,not profane
bitch be actin like I'm a celebrity,profane
oh wow the bitch is bitching again #niggasuprized,profane
"I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats",not profane
Quick game for Sox Yanks.....hope you get home soon,not profane
Sorry bout your Yanks Earl....who uya like in the WS?,not profane
That would be your Yankees Earl....we all know they should win all 162,not profane
"but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell So there's my punch &#128139;",profane
"ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.",not profane
The shirt trash &#128546; and I'm leaving your room a mess &#128522;,not profane
Wuw. Am not wun uv ur hoes dnt send mi pics,profane
teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,profane
Them jigaboos aka homewreckers needs to get blocked!,profane
"yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",not profane
Toma ESO negros,not profane
pinche panamonos negros me Dan asco,not profane
what's the difference between the three of the nig Nog's?,profane
who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,profane
"thank you mint - happy Mothafuggin birthday too, hoe!! &#128155;&#9994;",profane
im assuming mickey bubbles,not profane
sounds like gypos to me - they used to do this all the time where I lived,not profane
youre cheating on mickey bubbles! :O,not profane
your rhyming is ghetto,profane
gook,not profane
WASP EGGS,not profane
you sound like a real cunt,profane
dayum saterlyt shoz un bayg ho-ul,not profane
sprite* hoe,profane
clever monkey!,not profane
mostly move ya dumb bitch! Haha,profane
mr. and mrs trash,not profane
she looks like a real dyke now,profane
bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT,profane
lmao don't fight me you don't know my ghetto ass school dude I highly doubt that since I don't give a fuck about it,profane
you can't get rid of me that easily bitch,profane
Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,not profane
If I have to watch baseball I actually go for the Mets because Jon Stewart. And fuck the Yankees.,profane
"We hate the Yankees though, right? I feel like I'm really good at hating them.",profane
We hate them more than the Cowboys and Yankees.,not profane
"Hey why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown",not profane
why nobody never invite me to no lesbian party. ): bitches.,profane
i know imma broke ass bitch,profane
"bitch please, are you trying to say I was closer to Philly than you",profane
pussy pussy pussy,profane
you're a bitch,profane
Stop blowing the spurs pussies #HalftimeSpeech,profane
too many little whiney bitches in AMERICA. Someone to CRY about ANYTHING! IE: Kids MUST WEAR Bicycle Helmets!,profane
living with my bitches #live #thuglife http://t.co/upL2ZYn5v1,profane
pussies,profane
I'll come rape your wife bitch boy,profane
bitch no &#9995;&#128514;,profane
cause I didn't wanna see your bitch ass,profane
your one of my bitches you make money for me !,profane
hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight,not profane
discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,not profane
"lmfaooo how many ""returns"" has this faggot gotten?",profane
Huge Yankee fan....enjoy http://t.co/tKM8l9Ty,not profane
birds of a feather. go away,not profane
thanks hoe&#128522;,profane
a pussy in ur mouth is a really good stress reliever doctors recommend,profane
i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,profane
you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker,profane
yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,profane
you've got no sole,not profane
"I'll do it! In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",profane
"just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on &#128129;",profane
bitches,profane
"Google's a bitch: ""Your search - Ann B. Davis Sexy- did not match any image results.""",profane
"I said I'm a vagina, but not a fag. Who HASN'T seen that movie?",profane
"When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. He's the MAN!",profane
Nevermind. Still a little bitch. http://t.co/zpYPjBU5YU,profane
might need you to pummel a bitch &#128074;&#128071;,profane
Yo follow me back nigguh,profane
vertical nip bars..I already have horizontal ones so I think it'll look hella cute,not profane
"also, I put 'i touch myself' on a ned/chuck mix.",not profane
pussy,profane
you still ugly then a hoe and you still look like muffie off Arthur &#128527;&#128527;&#128526;&#128526;,profane
Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,not profane
fuck off frank you pussy,profane
I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,not profane
"shut up faggot, no one cares",profane
"""bitches talk shit, you got the right to swerve"" god damnit you are da shittt",profane
where's ours at nigguh !,profane
I call those my ghetto nunchucks...the reason I went 2 jail as well :(,profane
lmao he lyin sis! His bitch told me if any light bulb in the whole wide world light up today i ca fuck,profane
fuck you spear chucker,profane
lmao bitch is dumb slap her up,profane
me too Tyler it just makes me think that they're lil nigger baby hoodrats.,profane
my fuckin name hoe,profane
And then everyone bitches anyways. The guy can't win with the fans we have. We would run Revis out of here in his prime,profane
rt something else from another bitch in panties about love I swear,profane
They would make a great baby bird pic bruh!,not profane
text me fag,profane
fight me hoe,profane
haha ya hit that hoe right there,profane
"lol my bad, I forgot that hoe made ya sad",profane
rt! You'll see watch he finna hit that hoe and put some,profane
bitch I wasn't following u in the first place get the fuck off my tl.,profane
bitch have you ever seen me fight why you even talking shit?,profane
bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u don't know shit,profane
"bitch. What I like pussy go away u doing to much talking too much, I talk with my fist and u can get and yo dad little fuc",profane
or one of them bitches just be talking shit but not bout shit,profane
"shit what's up with then hoes I'll do both hoe, Am pretty sure u not on my level",profane
wow u hoe is the term for women,profane
"I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",profane
ur fucken lame bitch &#128536;,profane
thats thot pussy? &#128514;,profane
"whatever hoe bitch #1 them ""fags"" beat yall sad asses too",profane
fags.!,profane
I literally just told to his face how trash he is at the shop in hooping,not profane
your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,profane
you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,profane
"His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives! DoG",not profane
lol this faggot hid from the moon boss we i was helping him,profane
but Never to moose lol log off faggot your finished,profane
mean bro fucking faggot,profane
"You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",profane
die in a car accident then faggot,profane
you gunna let that bitch do you like that?,profane
"translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending""",profane
Fuckin moulinyan &#127814;,profane
he's the definition of little squirrelly bitch,profane
http://t.co/J1PWlaeRCu (via ),not profane
fuckkn hate when he fights. Being a big pussy all the time.,profane
where you at bitch,profane
"im an ole bitch in Memphis,tn. and I think u rock also",profane
why do you guys cry and whine whenever someone says faggot? it's ridiculous.,profane
Do you think the guinea pig was okay? :(,not profane
a hour you're home and chillin and I'm working pussy &#128536;,profane
lmaooo fag,profane
faggot,profane
Bitch pussy,profane
puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,not profane
I'm referring to the second down put Vick in slot play #trash,not profane
God forbid! She actually voted to give people affordable insurance rates. That bitch #teabag,profane
the worst terrorists are republican teabaggers...,not profane
this guys company had best year EVER...under Obama....conservative teabaggers are scum,not profane
ur not sassy white trash change ur username,profane
k bitch http://t.co/itUAHyHc0R,profane
ok faggot http://t.co/zdGtE9GvzX,profane
and bullying? I didn't know u could bully over the internet?? And the bitch came at me so idk why u in my mentions bruh,profane
yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,not profane
"I don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one.",not profane
yo girl whats yr potential? I wanna retard it,profane
no bitch lol,profane
"BTW, Happy Birthday, Charlie! Get better soon!",not profane
"http://www.youtube.com/watch?v=LRtKAQJUc3g Stay safe out there, Charlie.",not profane
the only place for a ho in the garden,profane
pudding it right in her pussy,profane
